open,high,low,close,volume,retorno_diario,sma_5,sma_20,volatilidad_5,volumen_promedio_5,precio_anterior,precio_futuro
0.4298931273779605,0.43728115911458637,0.43663018237856954,0.45551552341588614,-0.8772716569651241,2.114541866469261,0.2768555949192967,0.09121282311780919,0.2849916540456847,-1.1815321174474875,0.27021722823299277,650.57
0.45334654933549445,0.44365650455709843,0.4829221512315869,0.48568657109888475,-1.1476372481433614,0.29014202523863036,0.3304288912100429,0.12674990546599416,0.4806159889949875,-1.17581719408458,0.4551412918607459,780.0
0.5575874181678582,0.84404022730052,0.6136363883509888,0.8857929954442197,-0.5055501600953092,4.1106060228981285,0.4691134429373882,0.1811080434557124,1.340841220919292,-1.0309149485223477,0.4853127873640374,887.06
1.2050936995732815,1.3939134709933423,1.1248884630940934,1.216747131196453,-0.22478263054966774,2.8276996952320523,0.6691370760621147,0.2513660053620062,2.161437460315824,-0.8180963417530405,0.8854251503754067,734.7
1.020374795765264,1.0239933741306713,0.711163874741837,0.7457572925712872,-0.47897696392709915,-3.5983480120944744,0.76516916204288,0.29421503879204486,1.6952843402390203,-0.6865979629583472,1.2163841983858925,748.96
0.6387461593216986,0.8731803675542662,0.6566126789941483,0.7898391716655039,-0.6575034161968797,0.3770363091188166,0.8327371153238619,0.33564136301092273,1.3659204096917563,-0.6399159276151715,0.7453873689923037,748.07
0.7335190240392793,0.7947515896577028,0.7937032203632771,0.7870879183419519,-1.1193202057457343,-0.051296381346160755,0.8936513589197541,0.37866621878111617,0.879427553879827,-0.6339009676309658,0.7894699023813334,771.28
0.9484055880169477,0.9458352476915732,0.8651178279602185,0.8588368954651474,-0.9646022941808579,0.6186197045390969,0.8882034388771265,0.42594952389084123,0.8817975814866846,-0.731410452499347,0.7867186082217096,774.38
0.8518381342841467,0.8361194620358818,0.882971479859454,0.8684199126595424,-1.2304075418289055,0.05699723796879115,0.8178053161244586,0.4661983223453786,-0.06766525775180197,-0.9450201054965723,0.8584686502945973,767.29
0.8799327347293193,0.8548963579832881,0.9000918567699708,0.8465026249472003,-1.2229964025191207,-0.21698059456282465,0.8381662925223062,0.5031968270805389,-0.15714794272414243,-1.1030608742944141,0.8680518097269951,804.0
0.7684516274562396,0.9398508432431775,0.8096439809875944,0.9599840963040517,-0.9337512065988698,0.9683380281164521,0.8725531639840285,0.5492493758091795,0.0005983271270919104,-1.1617400040446455,0.8461341967025756,800.03
0.9088627473022668,0.9247244340092928,0.9706456632931992,0.9477116517034877,-1.1449050115133095,-0.12926819055962863,0.9050157701095927,0.595469681633014,-0.05961272506570526,-1.167174596426671,0.9596173524326799,858.4
1.0771209380741258,1.0661548567269066,1.120042471864301,1.1281505915863372,-1.1269992248659606,1.4906332764183106,0.9594449896180451,0.6515876560732734,0.329351664456723,-1.2016701142110617,0.9473447256757058,917.42
1.3305292834991946,1.3211085296590628,1.3389409967574262,1.3105988737841405,-0.9490422849923336,1.4032112056900077,1.0488108706842654,0.7113059558642273,0.8130871324048842,-1.141903958655229,1.1277863437624989,899.41
1.2947922091443773,1.2225312543734286,1.2079717074680354,1.254924635180575,-1.1088294996004926,-0.43481999360932305,1.131354356467745,0.764512376873482,0.6994450086707267,-1.1176532144237703,1.310237333988343,901.0
1.2794144377553345,1.2257189270946844,1.273360707548985,1.259839795612539,-1.1750227947884895,0.01017736267960335,1.1919562193272482,0.8175494277385502,0.5686218917452501,-1.168902879834021,1.2545622690278644,833.79
1.069076228695552,1.0766801911838841,1.0876508462756884,1.052073800246318,-1.1573252849969276,-1.5778063767861341,1.2130481666482458,0.8609356064830076,0.303485803730882,-1.1715411302186416,1.259477502414159,799.91
1.1000174186131428,1.0559302461115572,0.9754278914804944,0.9473406961991885,-1.1156361004305648,-0.871574688202326,1.1765058681054383,0.8999536485564607,0.6393995955901913,-1.1691274339782396,1.0517084232362701,778.8
0.8942585056611638,0.9257468950708275,0.9407089148407314,0.882083440401228,-1.1773459356555156,-0.5753821056187656,1.0899014327488992,0.9341341567021664,0.7521646149281429,-1.21762251703473,0.9469737646654194,679.0
0.731817258593812,0.7045945819376503,0.5992259407466061,0.5735721126590938,-0.9720059553308524,-2.691413524702953,0.9521977565338161,0.9499436498751752,1.2765314816670377,-1.1885591659925312,0.8817155402725428,667.99
0.42147712372037605,0.5564880899358965,0.4159709566094542,0.5395369451396459,-0.9673390581292695,-0.36378089380673323,0.8066220857617251,0.9543279170361016,1.1312870326977302,-1.1444440586365394,0.5731996333843821,743.62
0.6738334686882467,0.7163829565294653,0.6555605887929432,0.7733316517241913,-1.055290321973887,2.327861302746227,0.7502873437612985,0.9693373379089565,0.8074223303189197,-1.122770318457201,0.539163960690608,745.51
0.9638761829757432,0.9067110758957799,0.7494217002401985,0.7791742009169029,-0.9416090143718172,0.026268645269926408,0.7163003196421549,0.9637739319346982,0.5708545456291955,-1.0858043830988187,0.7729621374235901,749.5
0.8368944677896478,0.7850382095731208,0.7769160053498086,0.79150847143485,-1.1616645579547156,0.08471210451732777,0.6979948084897483,0.9415848299973537,0.416853543641729,-1.0824734257889752,0.7788047733356003,724.54
0.7125408972751528,0.7225778676670004,0.7556685655136562,0.7143497265406248,-1.2469136190758991,-0.7191134822029799,0.7264464459600756,0.939945972221231,0.2890761310989665,-1.1408678927519673,0.791139226927622,703.48
0.6080633283399198,0.6060473790361788,0.647909023693271,0.6492470355361224,-1.2102932524829948,-0.6310354441766749,0.7486192306289806,0.9326098254044934,-0.017411454634731715,-1.1924749686786187,0.7139793367880578,608.0
0.34895097455354296,0.47372287424305864,0.39518420475534455,0.3540901059487577,-1.1166099185252296,-2.849028941954781,0.6638890796907764,0.9100158481700954,0.7887009096287017,-1.2055001608694127,0.6488756794828008,645.33
0.5134652813453733,0.4887650808012874,0.4047486611299349,0.46948818074448806,-1.1487519790219705,1.2502037654761236,0.6013004753478379,0.8896994961127489,0.7956134300085865,-1.2495004002264996,0.3537143689649489,634.23
0.45396537313384644,0.4454007028385405,0.4206894217542522,0.43517479659681574,-1.1950739037897917,-0.38427422061446803,0.529284220380674,0.867092614486413,0.6023982939402287,-1.2565970410223373,0.46911415658153266,560.55
0.270453175732615,0.2677330572047613,0.2078802674196162,0.2074081169571316,-1.0780276466056657,-2.442421325485021,0.42682958645974717,0.8337444396207062,0.6728543828671557,-1.2207231544759367,0.4348002631300438,546.62
0.3141111947063357,0.30703766330553145,0.06680453589440806,0.16434636549973766,-1.0071349949603465,-0.5433599662313604,0.32882950183973036,0.7922277846582632,0.49561264661307664,-1.1775693260393183,0.20703020281421494,445.07
-0.07420166699512672,-0.03187840693298375,-0.12394260573617275,-0.1495747300134261,-1.0467242920462936,-3.889890720190483,0.22703711507994825,0.7349709976294777,1.2622005632208366,-1.1627245819859224,0.16396781220347278,430.2
-0.16544630782640465,-0.10110473455189069,-0.2711395893411188,-0.19554229958783031,-0.9780156066509266,-0.7213650549895145,0.09263217944113551,0.665900239781478,1.3580863243687942,-1.1264576430436586,-0.14995794275136437,361.22
-0.32327731759603545,-0.3025596360584388,-0.4161686295011576,-0.40877988864246373,-0.9822269222313265,-3.36098311812482,-0.07793395024209074,0.5761824548327215,1.3295696604177067,-1.081245785856893,-0.1959261946093499,427.64
-0.3675340485946615,-0.1607984171150342,-0.3908228201084932,-0.20345601701287908,-0.8529542578033403,3.7971847890123076,-0.1609709975890654,0.5000836425255029,0.9736018136728317,-1.0334368583514921,-0.4091669486889624,427.53
-0.1710466632014886,-0.08561745670805254,-0.1761645375414362,-0.20379605955848668,-0.8886001393305716,-0.031934134867373364,-0.23537384138224285,0.423710611889603,0.26392372612525966,-1.008258296150857,-0.20384002949545904,434.29
-0.18527961056358028,-0.19087110200166843,-0.2249113835305986,-0.1828988994829672,-1.1319266854081358,0.3022247511896869,-0.24210877005879364,0.35926930464935053,0.224259485432968,-1.0263565487661428,-0.20418007708822158,505.0
-0.05006661062370837,0.024718120785233926,-0.022463723601768845,0.03568663142531249,-1.000398810099761,3.3592489990176704,-0.19537661189497058,0.31169887681900577,0.6435757660525698,-1.0311110733090858,-0.1832826068420895,539.25
0.16017877486632132,0.1549616165942888,0.09584860175191423,0.14156351494403094,-1.034200051930345,1.3837875330219565,-0.08415032689623549,0.2730582882097384,0.6669463075412853,-1.0421509372540476,0.035306168469151536,528.16
0.16680018950868572,0.1639833318431266,0.09948309517425853,0.10728104375505018,-1.1130572873436742,-0.4542523640859558,-0.02134930365255261,0.2487270572106904,0.6780296575350813,-1.0974006802352156,0.14118462348838512,514.36
0.035640485448018205,0.06113577800637555,0.04139496345924619,0.06462116076064697,-1.175620966726759,-0.5699332653176252,0.03289873502879422,0.22394578554280603,0.44061445568070745,-1.1583681628973985,0.10690164345442005,502.13
0.051915551344670956,0.03361082550601325,0.032468137509628646,0.02681461228082424,-1.2231281393988895,-0.5210368193793955,0.07528255334207959,0.18499226542904246,-0.091273702770894,-1.1777407050065885,0.06424112727148812,524.0
0.024037539228921646,0.11273998922972801,0.050863775270090755,0.09442125293934608,-1.0928553620495158,0.8791418615143719,0.08715302132486905,0.14926161720178807,-0.12574054993823694,-1.1973798485458866,0.026434017639802607,481.56
0.03254636645625913,0.025514437517864443,-0.018956756264418964,-0.03677334374779,-1.1956483477291584,-1.7108435610869976,0.05111053196028417,0.10604158250353224,-0.02678777478468079,-1.2316738622042276,0.0940416617644928,454.47
-0.038525546784447105,-0.033712822366913975,-0.11045672224800043,-0.12051654884332519,-1.0649097820810498,-1.1964164177341188,0.005071859031245057,0.06247796836992796,0.16057985311852377,-1.2214466176556131,-0.037154882206785256,480.01
0.049564020910934085,0.03013114993453647,-0.040348938207040316,-0.04156485234498751,-1.0076874490676806,1.1420538312779898,-0.01638869755869219,0.026431162540192815,0.12522777144087072,-1.1857750466439856,-0.12089933027893227,516.24
0.05482402319692449,0.0467010336082352,0.05392440130995961,0.07043279699466712,-1.1616089366148685,1.5429922471544497,-0.007573313177789393,0.011629824987337853,0.17728512332173832,-1.172707455127538,-0.04194646192298418,545.45
